id,stock__ticker,date,open,high,low,close,adj_close,volume,daily_return,trend,adj_close_to_usd
1530052,PCAR,2024-12-06,116.70999908447266,117.0,115.05999755859375,115.87999725341797,115.87999725341797,1916400,-1.4793448839760637,Negative Change,115.87999725341797
1530473,PCAR,2024-12-09,115.87000274658203,116.45999908447266,114.69000244140625,114.83000183105469,114.83000183105469,1870000,-0.9061058398776505,Negative Change,114.83000183105469
1530931,PCAR,2024-12-10,114.83999633789062,116.63999938964844,113.47000122070312,115.37000274658203,115.37000274658203,1875700,0.4702611747074845,Positive Change,115.37000274658203
1530060,RHI,2024-12-06,74.7699966430664,74.83000183105469,73.91000366210938,74.33999633789062,74.33999633789062,879700,0.2968073167249452,Insignificant Change,74.33999633789062
1530476,RHI,2024-12-09,74.7699966430664,75.62999725341797,74.7699966430664,75.19000244140625,75.19000244140625,727300,1.1434034777889575,Positive Change,75.19000244140625
1530932,RHI,2024-12-10,75.30999755859375,75.31999969482422,74.11000061035156,74.47000122070312,74.47000122070312,629100,-0.9575757378970755,Negative Change,74.47000122070312
1530061,WEC,2024-12-06,98.37000274658203,98.58999633789062,96.98999786376953,97.08999633789062,97.08999633789062,1468600,-0.6447041290857269,Negative Change,97.08999633789062
1530477,WEC,2024-12-09,97.1500015258789,97.55000305175781,96.27999877929688,97.11000061035156,97.11000061035156,1234900,0.02060384510811911,Insignificant Change,97.11000061035156
1530933,WEC,2024-12-10,96.79000091552734,97.6500015258789,95.27999877929688,97.1500015258789,97.1500015258789,1792300,0.04119134515078955,Insignificant Change,97.1500015258789
1530062,WST,2024-12-06,320.9200134277344,325.0,319.239990234375,322.489990234375,322.489990234375,223900,1.3482017167719462,Positive Change,322.489990234375
1530478,WST,2024-12-09,323.8800048828125,327.4700012207031,319.2300109863281,322.1600036621094,322.1600036621094,315800,-0.1023245937108937,Insignificant Change,322.1600036621094
1530934,WST,2024-12-10,323.79998779296875,323.79998779296875,317.4599914550781,319.2699890136719,319.2699890136719,395900,-0.8970743157392778,Negative Change,319.2699890136719
1530063,SO,2024-12-06,86.12000274658203,86.44000244140625,84.5,84.80999755859375,84.80999755859375,4798300,-1.6011194381281735,Negative Change,84.80999755859375
1530479,SO,2024-12-09,84.9000015258789,85.19999694824219,83.8499984741211,84.30999755859375,84.30999755859375,3866600,-0.5895531357073307,Negative Change,84.30999755859375
1530935,SO,2024-12-10,84.11000061035156,84.68000030517578,83.23999786376953,84.38999938964844,84.38999938964844,3250000,0.09489008821176614,Insignificant Change,84.38999938964844
1530065,CHD,2024-12-06,109.04000091552734,109.91999816894531,107.11000061035156,107.20999908447266,107.20999908447266,1818900,-1.7863727667806861,Negative Change,107.20999908447266
1530481,CHD,2024-12-09,107.0,107.06999969482422,105.58000183105469,105.88999938964844,105.88999938964844,1474400,-1.231228156045564,Negative Change,105.88999938964844
1530937,CHD,2024-12-10,105.88999938964844,107.37999725341797,105.4800033569336,107.05999755859375,107.05999755859375,1604800,1.1049184773719896,Positive Change,107.05999755859375
1530066,GPC,2024-12-06,124.98999786376953,125.62999725341797,122.66999816894531,123.41999816894531,123.41999816894531,931700,-0.16178981814676252,Insignificant Change,123.41999816894531
1530482,GPC,2024-12-09,124.19999694824219,127.58000183105469,124.0999984741211,125.91999816894531,125.91999816894531,1291100,2.0256036599334877,Positive Change,125.91999816894531
1530938,GPC,2024-12-10,125.61000061035156,126.54000091552734,123.2300033569336,125.4000015258789,125.4000015258789,928300,-0.41295794999038454,Negative Change,125.4000015258789
1530069,DHR,2024-12-06,228.4499969482422,231.00999450683594,228.00999450683594,230.1199951171875,230.1199951171875,3099500,0.9874051205569501,Positive Change,230.1199951171875
1530484,DHR,2024-12-09,229.5800018310547,236.3300018310547,229.2899932861328,235.91000366210938,235.91000366210938,2625300,2.516082334337501,Positive Change,235.91000366210938
1530940,DHR,2024-12-10,236.92999267578125,237.19000244140625,233.89999389648438,234.33999633789062,234.33999633789062,2753300,-0.6655111270598977,Negative Change,234.33999633789062
1530071,CNP,2024-12-06,32.15999984741211,32.2400016784668,31.610000610351562,31.65999984741211,31.65999984741211,2842500,-1.031572135252068,Negative Change,31.65999984741211
1530485,CNP,2024-12-09,31.670000076293945,31.700000762939453,31.290000915527344,31.360000610351562,31.360000610351562,3582600,-0.9475655038105404,Negative Change,31.360000610351562
1530941,CNP,2024-12-10,31.360000610351562,31.530000686645508,30.760000228881836,31.3799991607666,31.3799991607666,4203100,0.06377088656190198,Insignificant Change,31.3799991607666
1530074,MTB,2024-12-06,212.8300018310547,214.47999572753906,210.33999633789062,211.25999450683594,211.25999450683594,789700,-0.5460896676906968,Negative Change,211.25999450683594
1530488,MTB,2024-12-09,210.4600067138672,211.22999572753906,206.47999572753906,206.72999572753906,206.72999572753906,1192600,-2.144276671913997,Negative Change,206.72999572753906
1530942,MTB,2024-12-10,209.61000061035156,210.66000366210938,206.3800048828125,206.99000549316406,206.99000549316406,948200,0.1257726362881956,Insignificant Change,206.99000549316406
1530075,AMAT,2024-12-06,172.16000366210938,173.32000732421875,171.35000610351562,173.02000427246094,173.02000427246094,6058500,0.5754842179788611,Positive Change,173.02000427246094
1530489,AMAT,2024-12-09,171.97000122070312,174.5,170.2100067138672,171.86000061035156,171.86000061035156,7647100,-0.67044482341052,Negative Change,171.86000061035156
1530943,AMAT,2024-12-10,173.5,173.8800048828125,167.44000244140625,168.1699981689453,168.1699981689453,8228100,-2.1470978868273036,Negative Change,168.1699981689453
1530076,XYL,2024-12-06,127.0,127.73999786376953,126.12999725341797,126.37000274658203,126.37000274658203,980200,0.11090817232457528,Insignificant Change,126.37000274658203
1530491,XYL,2024-12-09,127.58999633789062,130.1199951171875,127.19999694824219,129.35000610351562,129.35000610351562,1933700,2.358157230485773,Positive Change,129.35000610351562
1530944,XYL,2024-12-10,129.91000366210938,130.3300018310547,126.80000305175781,128.57000732421875,128.57000732421875,1767300,-0.6030141032020216,Negative Change,128.57000732421875
1530077,HPE,2024-12-06,22.68000030517578,24.239999771118164,22.459999084472656,23.950000762939453,23.950000762939453,37723200,10.623562055126335,Bull Run,23.950000762939453
1530492,HPE,2024-12-09,23.850000381469727,23.920000076293945,23.059999465942383,23.110000610351562,23.110000610351562,22240200,-3.507307414735944,Large Negative Change,23.110000610351562
1530945,HPE,2024-12-10,22.6299991607666,22.899999618530273,21.770000457763672,21.920000076293945,21.920000076293945,20621400,-5.149288198307469,Large Negative Change,21.920000076293945
1530080,ZBH,2024-12-06,109.54000091552734,109.86000061035156,107.70999908447266,108.02999877929688,108.02999877929688,1141100,-1.0351821591269683,Negative Change,108.02999877929688
1530495,ZBH,2024-12-09,108.05999755859375,110.87999725341797,107.77999877929688,109.47000122070312,109.47000122070312,1243000,1.3329653408107003,Positive Change,109.47000122070312
1530946,ZBH,2024-12-10,110.0199966430664,110.22000122070312,107.30999755859375,108.4000015258789,108.4000015258789,1179900,-0.9774364509843989,Negative Change,108.4000015258789
1530083,BDX,2024-12-06,221.02000427246094,222.0800018310547,219.35000610351562,220.02000427246094,218.98001098632812,2794900,-0.9989185889835106,Negative Change,218.98001098632812
1530498,BDX,2024-12-09,219.02999877929688,223.8800048828125,218.9600067138672,223.00999450683594,223.00999450683594,2269200,1.8403430990600427,Positive Change,223.00999450683594
1530947,BDX,2024-12-10,223.67999267578125,223.67999267578125,220.91000366210938,221.44000244140625,221.44000244140625,1804100,-0.7040007641368569,Negative Change,221.44000244140625
1530084,MCHP,2024-12-06,58.720001220703125,59.58000183105469,58.29999923706055,59.290000915527344,59.290000915527344,8677500,1.7854092970426505,Positive Change,59.290000915527344
1530499,MCHP,2024-12-09,59.5,62.70000076293945,59.099998474121094,61.869998931884766,61.869998931884766,8594500,4.351489250326106,Large Positive Change,61.869998931884766
1530948,MCHP,2024-12-10,61.4900016784668,62.02000045776367,60.439998626708984,61.91999816894531,61.91999816894531,9190900,0.08081337954376416,Insignificant Change,61.91999816894531
1530085,HAS,2024-12-06,67.25,67.47000122070312,65.87999725341797,65.9800033569336,65.9800033569336,1559900,-1.6691432826477004,Negative Change,65.9800033569336
1530500,HAS,2024-12-09,66.1500015258789,66.72000122070312,64.87999725341797,64.9800033569336,64.9800033569336,1218700,-1.5156107140375186,Negative Change,64.9800033569336
1530949,HAS,2024-12-10,64.91000366210938,65.86000061035156,64.80000305175781,65.36000061035156,65.36000061035156,1044100,0.5847910646151447,Positive Change,65.36000061035156
