id,created_at,updated_at,stock_id,date,open,high,low,close,adj_close,volume,daily_return,trend,adj_close_to_usd
1528518,2024-12-06 06:59:50.942911+00:00,2024-12-06 06:59:50.942911+00:00,67,2024-12-05,356.07000732421875,358.8999938964844,354.8900146484375,358.1300048828125,358.1300048828125,1819100,-0.5277321064706878,Negative Change,358.1300048828125
1528658,2024-12-06 07:00:43.673545+00:00,2024-12-06 07:00:43.673545+00:00,68,2024-12-05,534.4199829101562,540.1099853515625,529.7899780273438,538.219970703125,538.219970703125,2627000,0.3224627672911899,Positive Change,538.219970703125
1528674,2024-12-06 07:00:56.517782+00:00,2024-12-06 07:00:56.517782+00:00,69,2024-12-05,217.22999572753906,219.38999938964844,213.86000061035156,214.5500030517578,214.5500030517578,2474800,-1.7178194904151671,Negative Change,214.5500030517578
1528605,2024-12-06 07:00:30.825920+00:00,2024-12-06 07:00:30.825920+00:00,70,2024-12-05,51.81999969482422,52.52000045776367,51.52000045776367,52.279998779296875,52.279998779296875,2991800,0.9851232702794411,Positive Change,52.279998779296875
1528880,2024-12-06 07:02:28.206046+00:00,2024-12-06 07:02:28.206046+00:00,71,2024-12-05,303.20001220703125,303.260009765625,300.0199890136719,301.79998779296875,301.79998779296875,3169100,-0.556856072946959,Negative Change,301.79998779296875
1528672,2024-12-06 07:00:56.517782+00:00,2024-12-06 07:00:56.517782+00:00,72,2024-12-05,302.5299987792969,307.25,301.32000732421875,305.1700134277344,305.1700134277344,1378800,0.3089775523324334,Positive Change,305.1700134277344
1528832,2024-12-06 07:02:04.791570+00:00,2024-12-06 07:02:04.791570+00:00,73,2024-12-05,92.5199966430664,93.04000091552734,92.20999908447266,92.27999877929688,92.27999877929688,1012500,-0.1622866227238416,Insignificant Change,92.27999877929688
1528883,2024-12-06 07:02:28.206046+00:00,2024-12-06 07:02:28.206046+00:00,74,2024-12-05,96.3499984741211,97.9800033569336,96.20999908447266,97.44999694824219,97.44999694824219,2234700,1.2467500760957793,Positive Change,97.44999694824219
1528488,2024-12-06 06:59:37.007756+00:00,2024-12-06 06:59:37.007756+00:00,75,2024-12-05,13.5,13.649999618530273,13.199999809265137,13.289999961853027,13.289999961853027,13804100,-1.0424448260719639,Negative Change,13.289999961853027
1528566,2024-12-06 07:00:04.611425+00:00,2024-12-06 07:00:04.611425+00:00,76,2024-12-05,107.4000015258789,108.52999877929688,107.16000366210938,107.75,107.75,1897700,0.7103487722265217,Positive Change,107.75
1528713,2024-12-06 07:01:10.350880+00:00,2024-12-06 07:01:10.350880+00:00,77,2024-12-05,8.710000038146973,8.760000228881836,8.510000228881836,8.640000343322754,8.640000343322754,833100,-1.2571389334542409,Negative Change,8.640000343322754
1528728,2024-12-06 07:01:23.233173+00:00,2024-12-06 07:01:23.233173+00:00,78,2024-12-05,2.940000057220459,3.0299999713897705,2.930000066757202,2.9800000190734863,2.9800000190734863,104673,-0.3344478405137593,Negative Change,2.9800000190734863
1528759,2024-12-06 07:01:35.995496+00:00,2024-12-06 07:01:35.995496+00:00,79,2024-12-05,98.66999816894531,98.83999633789062,97.20999908447266,97.4000015258789,97.4000015258789,1523500,-0.9155661220122538,Negative Change,97.4000015258789
1528742,2024-12-06 07:01:23.234174+00:00,2024-12-06 07:01:23.234174+00:00,80,2024-12-05,102.0,103.33000183105469,100.80000305175781,101.0999984741211,101.0999984741211,2318200,-1.471593535960018,Negative Change,101.0999984741211
1528685,2024-12-06 07:00:56.518795+00:00,2024-12-06 07:00:56.518795+00:00,81,2024-12-05,235.4499969482422,235.4499969482422,226.6699981689453,227.80999755859375,227.80999755859375,528100,-3.1790539083584175,Large Negative Change,227.80999755859375
1528806,2024-12-06 07:01:49.083604+00:00,2024-12-06 07:01:49.083604+00:00,82,2024-12-05,55.599998474121094,56.95000076293945,55.27000045776367,55.880001068115234,55.880001068115234,2880100,2.701711495728009,Positive Change,55.880001068115234
1528745,2024-12-06 07:01:23.234174+00:00,2024-12-06 07:01:23.234174+00:00,83,2024-12-05,143.72000122070312,144.4199981689453,139.99000549316406,140.32000732421875,140.32000732421875,1293800,-0.5316509258245716,Negative Change,140.32000732421875
1528753,2024-12-06 07:01:35.995496+00:00,2024-12-06 07:01:35.995496+00:00,84,2024-12-05,38.36000061035156,39.04999923706055,38.16999816894531,38.369998931884766,38.369998931884766,2499800,-1.2100958260985204,Negative Change,38.369998931884766
1528581,2024-12-06 07:00:17.240846+00:00,2024-12-06 07:00:17.240846+00:00,86,2024-12-05,176.5399932861328,179.4199981689453,170.5500030517578,172.02999877929688,172.02999877929688,8660700,-5.039746466246121,Large Negative Change,172.02999877929688
1528632,2024-12-06 07:00:43.671551+00:00,2024-12-06 07:00:43.671551+00:00,87,2024-12-05,195.0,196.14999389648438,193.72999572753906,193.9600067138672,193.9600067138672,1390700,-0.5333298903245193,Negative Change,193.9600067138672
1528756,2024-12-06 07:01:35.995496+00:00,2024-12-06 07:01:35.995496+00:00,88,2024-12-05,205.3000030517578,209.30999755859375,205.3000030517578,209.16000366210938,209.16000366210938,2291100,0.8000017648719879,Positive Change,209.16000366210938
1528818,2024-12-06 07:02:04.791570+00:00,2024-12-06 07:02:04.791570+00:00,89,2024-12-05,355.2099914550781,355.2099914550781,340.5,344.3900146484375,344.3900146484375,1014900,-4.71987743323747,Large Negative Change,344.3900146484375
1528821,2024-12-06 07:02:04.791570+00:00,2024-12-06 07:02:04.791570+00:00,91,2024-12-05,382.510009765625,382.5400085449219,378.4800109863281,379.7300109863281,379.7300109863281,851300,-0.5942379616942081,Negative Change,379.7300109863281
1528852,2024-12-06 07:02:17.476813+00:00,2024-12-06 07:02:17.476813+00:00,92,2024-12-05,73.52999877929688,73.58000183105469,71.9800033569336,72.31999969482422,72.31999969482422,939100,-1.7391288122742863,Negative Change,72.31999969482422
1528737,2024-12-06 07:01:23.234174+00:00,2024-12-06 07:01:23.234174+00:00,93,2024-12-05,22.290000915527344,22.579999923706055,21.81999969482422,21.84000015258789,21.84000015258789,6725800,-1.621624315223202,Negative Change,21.84000015258789
1528784,2024-12-06 07:01:49.082055+00:00,2024-12-06 07:01:49.082055+00:00,95,2024-12-05,314.489990234375,323.3599853515625,312.6000061035156,321.9700012207031,321.9700012207031,1730000,-1.6825484245678237,Negative Change,321.9700012207031
1528501,2024-12-06 06:59:37.008773+00:00,2024-12-06 06:59:37.008773+00:00,96,2024-12-05,74.1500015258789,74.62000274658203,73.8499984741211,74.38999938964844,74.38999938964844,6688900,-0.013443731216846357,Insignificant Change,74.38999938964844
1528548,2024-12-06 07:00:04.610423+00:00,2024-12-06 07:00:04.610423+00:00,97,2024-12-05,56.54999923706055,58.119998931884766,56.5,56.90999984741211,56.90999984741211,3383700,0.8863676677051759,Positive Change,56.90999984741211
1528603,2024-12-06 07:00:30.824915+00:00,2024-12-06 07:00:30.824915+00:00,98,2024-12-05,104.56999969482422,105.63999938964844,103.37999725341797,105.43000030517578,105.43000030517578,1186100,0.4765081469034714,Positive Change,105.43000030517578
1528879,2024-12-06 07:02:28.206046+00:00,2024-12-06 07:02:28.206046+00:00,101,2024-12-05,17.559999465942383,17.8799991607666,16.739999771118164,17.299999237060547,17.299999237060547,8800,-0.057771399135577675,Insignificant Change,17.299999237060547
1528836,2024-12-06 07:02:04.792563+00:00,2024-12-06 07:02:04.792563+00:00,102,2024-12-05,143.58999633789062,145.08999633789062,143.0,143.0399932861328,143.0399932861328,616600,-0.6666713290744358,Negative Change,143.0399932861328
1528815,2024-12-06 07:02:04.791570+00:00,2024-12-06 07:02:04.791570+00:00,104,2024-12-05,226.11000061035156,227.4600067138672,225.5,226.39999389648438,226.39999389648438,342900,-0.6145781986470585,Negative Change,226.39999389648438
1528539,2024-12-06 06:59:50.945971+00:00,2024-12-06 06:59:50.945971+00:00,105,2024-12-05,203.99000549316406,204.5,201.7899932861328,203.2899932861328,203.2899932861328,491000,-0.5235894113442033,Negative Change,203.2899932861328
1528618,2024-12-06 07:00:30.825920+00:00,2024-12-06 07:00:30.825920+00:00,106,2024-12-05,131.2100067138672,132.5500030517578,130.17999267578125,132.10000610351562,132.10000610351562,1050100,0.8320064440753885,Positive Change,132.10000610351562
1528696,2024-12-06 07:01:10.349884+00:00,2024-12-06 07:01:10.349884+00:00,107,2024-12-05,3199.889892578125,3242.550048828125,3179.0,3190.070068359375,3190.070068359375,105800,0.0028240895296077085,Insignificant Change,3190.070068359375
1528697,2024-12-06 07:01:10.349884+00:00,2024-12-06 07:01:10.349884+00:00,108,2024-12-05,32.81999969482422,33.130001068115234,31.889999389648438,31.899999618530273,31.899999618530273,3548600,-3.3918862014130093,Large Negative Change,31.899999618530273
